CaseID,Activity,CompleteTimestamp,Resource,ElapsedTime
Case No. 1814,0,2019-05-10 21:32:23,1,19
Case No. 1814,1,2019-05-10 21:56:03,0,150
Case No. 1814,8,2019-05-10 22:03:26,2,42
Case No. 1814,6,2019-05-10 22:28:19,1,148
Case No. 1814,7,2019-05-10 22:42:51,0,149
Case No. 1814,9,2019-05-10 23:44:29,3,137
Case No. 1814,3,2019-05-10 23:49:13,3,95
Case No. 1814,5,2019-05-10 23:56:17,0,146
Case No. 1814,5,2019-05-11 00:18:38,4,144
Case No. 1814,1,2019-05-11 00:50:48,0,147
Case No. 1815,0,2019-05-11 01:06:38,0,142
Case No. 1815,1,2019-05-11 01:23:50,2,147
Case No. 1815,8,2019-05-11 01:26:10,1,146
Case No. 1815,6,2019-05-11 03:31:13,0,145
Case No. 1815,7,2019-05-11 03:50:15,2,147
Case No. 1815,9,2019-05-11 04:06:15,1,7
Case No. 1815,3,2019-05-11 04:08:19,2,26
Case No. 1815,5,2019-05-11 04:27:37,1,142
Case No. 1815,5,2019-05-11 04:38:31,2,144
Case No. 1815,1,2019-05-11 04:39:51,3,143
Case No. 1816,0,2019-05-11 05:09:25,1,56
Case No. 1816,1,2019-05-11 05:09:58,0,60
Case No. 1816,8,2019-05-11 05:45:08,0,148
Case No. 1816,6,2019-05-11 06:11:13,4,148
Case No. 1816,7,2019-05-11 06:17:40,1,149
Case No. 1816,9,2019-05-11 06:38:19,2,38
Case No. 1816,3,2019-05-11 08:04:12,4,52
Case No. 1816,5,2019-05-11 08:16:54,4,144
Case No. 1816,5,2019-05-11 08:28:11,4,142
Case No. 1816,1,2019-05-11 08:31:53,3,141
Case No. 1817,0,2019-05-11 09:10:08,4,149
Case No. 1817,1,2019-05-11 09:31:24,2,72
Case No. 1817,8,2019-05-11 09:35:01,1,143
Case No. 1817,6,2019-05-11 10:32:46,0,144
Case No. 1817,7,2019-05-11 11:15:19,4,145
Case No. 1817,9,2019-05-11 11:18:01,3,113
Case No. 1817,3,2019-05-11 11:18:35,2,81
Case No. 1817,5,2019-05-11 11:49:39,3,142
Case No. 1817,5,2019-05-11 12:25:37,1,148
Case No. 1817,1,2019-05-11 12:46:25,2,150
Case No. 1818,0,2019-05-11 13:10:55,2,22
Case No. 1818,1,2019-05-11 13:17:35,2,144
Case No. 1818,8,2019-05-11 13:21:56,4,148
Case No. 1818,6,2019-05-11 13:31:15,0,144
Case No. 1818,7,2019-05-11 14:05:55,2,148
Case No. 1818,9,2019-05-11 15:13:17,3,150
Case No. 1818,3,2019-05-11 15:20:27,3,20
Case No. 1818,5,2019-05-11 15:24:15,3,147
Case No. 1818,5,2019-05-11 16:18:08,3,146
Case No. 1818,1,2019-05-11 16:38:58,3,146
Case No. 1819,0,2019-05-11 17:04:11,1,79
Case No. 1819,1,2019-05-11 17:20:56,4,116
Case No. 1819,8,2019-05-11 17:58:56,2,55
Case No. 1819,6,2019-05-11 18:16:19,2,62
Case No. 1819,7,2019-05-11 18:17:52,3,145
Case No. 1819,9,2019-05-11 18:51:50,3,143
Case No. 1819,3,2019-05-11 18:56:54,3,132
Case No. 1819,5,2019-05-11 19:05:55,4,147
Case No. 1819,5,2019-05-11 19:44:21,3,144
Case No. 1819,1,2019-05-11 20:01:42,0,144
Case No. 1820,0,2019-05-11 22:06:39,4,150
Case No. 1820,1,2019-05-11 22:32:29,1,133
Case No. 1820,8,2019-05-11 22:54:26,3,17
Case No. 1820,6,2019-05-11 23:10:14,2,9
Case No. 1820,7,2019-05-11 23:38:00,0,144
Case No. 1820,9,2019-05-11 23:55:42,1,148
Case No. 1820,3,2019-05-11 23:59:25,2,115
Case No. 1820,5,2019-05-12 00:24:41,0,150
Case No. 1820,5,2019-05-12 00:26:02,3,147
Case No. 1820,1,2019-05-12 00:52:33,1,149
Case No. 1821,0,2019-05-12 01:13:44,4,145
Case No. 1821,1,2019-05-12 01:53:22,2,146
Case No. 1821,8,2019-05-12 02:32:18,2,29
Case No. 1821,6,2019-05-12 03:03:11,3,130
Case No. 1821,7,2019-05-12 03:21:52,0,144
Case No. 1821,9,2019-05-12 03:54:44,3,142
Case No. 1821,3,2019-05-12 03:58:51,1,112
Case No. 1821,5,2019-05-12 04:10:20,3,146
Case No. 1821,5,2019-05-12 04:36:37,2,144
Case No. 1821,1,2019-05-12 04:54:27,0,144
Case No. 1822,0,2019-05-12 05:03:11,1,91
Case No. 1822,1,2019-05-12 05:11:26,1,149
Case No. 1822,8,2019-05-12 05:44:34,0,84
Case No. 1822,6,2019-05-12 06:06:22,1,108
Case No. 1822,7,2019-05-12 06:37:42,4,145
Case No. 1822,9,2019-05-12 07:17:29,3,145
Case No. 1822,3,2019-05-12 07:19:57,3,62
Case No. 1822,5,2019-05-12 08:20:28,3,143
Case No. 1822,5,2019-05-12 08:39:31,3,148
Case No. 1822,1,2019-05-12 08:42:52,1,143
Case No. 1823,0,2019-05-12 09:07:37,0,149
Case No. 1823,1,2019-05-12 09:10:25,3,144
Case No. 1823,8,2019-05-12 09:20:31,2,149
Case No. 1823,6,2019-05-12 09:43:06,0,72
Case No. 1823,7,2019-05-12 09:50:45,3,145
Case No. 1823,9,2019-05-12 09:53:58,4,149
Case No. 1823,3,2019-05-12 10:03:27,2,47
Case No. 1823,5,2019-05-12 10:35:35,4,147
Case No. 1823,5,2019-05-12 12:47:12,2,142
Case No. 1823,1,2019-05-12 12:57:40,1,143
Case No. 1824,0,2019-05-12 13:40:54,4,76
Case No. 1824,1,2019-05-12 13:51:52,1,66
Case No. 1824,8,2019-05-12 13:55:58,4,144
Case No. 1824,6,2019-05-12 14:17:38,3,136
Case No. 1824,7,2019-05-12 15:00:43,0,145
Case No. 1824,9,2019-05-12 15:05:09,1,148
Case No. 1824,3,2019-05-12 15:12:21,3,27
Case No. 1824,5,2019-05-12 15:30:58,4,142
Case No. 1824,5,2019-05-12 16:02:51,0,146
Case No. 1824,1,2019-05-12 16:19:55,3,142
Case No. 1825,0,2019-05-12 17:18:35,3,142
Case No. 1825,1,2019-05-12 17:32:08,3,104
Case No. 1825,8,2019-05-12 18:08:51,4,149
Case No. 1825,6,2019-05-12 18:28:34,2,34
Case No. 1825,7,2019-05-12 18:51:42,1,146
Case No. 1825,9,2019-05-12 18:59:45,1,145
Case No. 1825,3,2019-05-12 19:23:22,1,109
Case No. 1825,5,2019-05-12 19:47:37,0,148
Case No. 1825,5,2019-05-12 20:03:32,1,148
Case No. 1825,1,2019-05-12 20:23:10,0,148
Case No. 1826,0,2019-05-12 21:16:16,0,7
Case No. 1826,1,2019-05-12 21:30:56,0,147
Case No. 1826,8,2019-05-12 21:34:47,3,141
Case No. 1826,6,2019-05-12 22:26:47,2,84
Case No. 1826,7,2019-05-12 22:35:46,3,145
Case No. 1826,9,2019-05-12 23:14:45,1,145
Case No. 1826,3,2019-05-12 23:59:35,4,101
Case No. 1826,5,2019-05-13 00:15:55,4,142
Case No. 1826,5,2019-05-13 00:47:35,1,142
Case No. 1826,1,2019-05-13 00:50:15,2,148
Case No. 1827,0,2019-05-13 01:14:33,0,8
Case No. 1827,1,2019-05-13 01:36:18,1,46
Case No. 1827,8,2019-05-13 02:24:39,1,146
Case No. 1827,6,2019-05-13 02:36:21,4,144
Case No. 1827,7,2019-05-13 02:41:00,4,145
Case No. 1827,9,2019-05-13 03:12:41,0,146
Case No. 1827,3,2019-05-13 03:21:40,4,67
Case No. 1827,5,2019-05-13 03:35:25,1,142
Case No. 1827,5,2019-05-13 04:43:04,3,145
Case No. 1827,1,2019-05-13 04:47:04,4,144
Case No. 1828,0,2019-05-13 06:34:40,3,133
Case No. 1828,1,2019-05-13 06:45:44,2,28
Case No. 1828,8,2019-05-13 07:05:44,0,56
Case No. 1828,6,2019-05-13 07:16:29,1,142
Case No. 1828,7,2019-05-13 07:37:00,0,149
Case No. 1828,9,2019-05-13 07:47:12,0,142
Case No. 1828,3,2019-05-13 08:19:39,2,85
Case No. 1828,5,2019-05-13 08:20:46,4,141
Case No. 1828,5,2019-05-13 08:30:46,3,148
Case No. 1828,1,2019-05-13 08:49:06,3,141
Case No. 1829,0,2019-05-13 08:59:33,2,144
Case No. 1829,1,2019-05-13 09:45:29,1,63
Case No. 1829,8,2019-05-13 09:46:47,2,97
Case No. 1829,6,2019-05-13 10:29:41,3,145
Case No. 1829,7,2019-05-13 10:44:08,1,145
Case No. 1829,9,2019-05-13 10:48:40,0,147
Case No. 1829,3,2019-05-13 10:51:37,3,99
Case No. 1829,5,2019-05-13 11:27:52,4,142
Case No. 1829,5,2019-05-13 12:22:08,1,143
Case No. 1829,1,2019-05-13 12:38:58,1,142
Case No. 1830,0,2019-05-13 14:00:18,3,148
Case No. 1830,1,2019-05-13 14:15:50,0,149
Case No. 1830,8,2019-05-13 14:41:19,3,7
Case No. 1830,6,2019-05-13 14:51:34,0,148
Case No. 1830,7,2019-05-13 15:26:59,0,146
Case No. 1830,9,2019-05-13 15:31:15,2,145
Case No. 1830,3,2019-05-13 16:02:17,1,131
Case No. 1830,5,2019-05-13 16:18:32,0,142
Case No. 1830,5,2019-05-13 16:34:39,2,150
Case No. 1830,1,2019-05-13 16:42:45,0,145
Case No. 1831,0,2019-05-13 17:10:39,3,96
Case No. 1831,1,2019-05-13 17:24:10,3,150
Case No. 1831,8,2019-05-13 17:32:13,1,51
Case No. 1831,6,2019-05-13 17:44:27,0,146
Case No. 1831,7,2019-05-13 18:27:52,3,146
Case No. 1831,9,2019-05-13 19:29:09,3,147
Case No. 1831,3,2019-05-13 20:05:13,4,49
Case No. 1831,5,2019-05-13 20:22:22,0,141
Case No. 1831,5,2019-05-13 20:41:37,1,144
Case No. 1831,1,2019-05-13 20:45:14,4,150
Case No. 1832,0,2019-05-13 21:00:47,2,144
Case No. 1832,1,2019-05-13 21:12:34,2,144
Case No. 1832,8,2019-05-13 21:32:33,0,147
Case No. 1832,6,2019-05-13 21:50:04,1,141
Case No. 1832,7,2019-05-13 21:53:24,2,147
Case No. 1832,9,2019-05-13 22:18:35,4,150
Case No. 1832,3,2019-05-13 22:32:46,2,121
Case No. 1832,5,2019-05-14 00:47:27,3,149
Case No. 1832,5,2019-05-14 00:53:18,1,142
Case No. 1832,1,2019-05-14 00:54:52,4,143
Case No. 1833,0,2019-05-14 01:16:03,4,149
Case No. 1833,1,2019-05-14 01:56:13,3,55
Case No. 1833,8,2019-05-14 02:11:11,3,142
Case No. 1833,6,2019-05-14 03:34:15,3,145
Case No. 1833,7,2019-05-14 03:59:26,2,145
Case No. 1833,9,2019-05-14 04:01:03,4,144
Case No. 1833,3,2019-05-14 04:05:34,3,138
Case No. 1833,5,2019-05-14 04:14:23,3,141
Case No. 1833,5,2019-05-14 04:24:49,1,143
Case No. 1833,1,2019-05-14 04:35:47,4,148
Case No. 1834,0,2019-05-14 04:59:49,2,94
Case No. 1834,1,2019-05-14 05:02:13,0,142
Case No. 1834,8,2019-05-14 06:13:36,1,142
Case No. 1834,6,2019-05-14 06:32:07,4,146
Case No. 1834,7,2019-05-14 06:55:03,4,144
Case No. 1834,9,2019-05-14 07:32:06,3,141
Case No. 1834,3,2019-05-14 07:41:49,2,142
Case No. 1834,5,2019-05-14 08:07:25,0,143
Case No. 1834,5,2019-05-14 08:46:23,3,149
Case No. 1834,1,2019-05-14 08:55:14,0,141
Case No. 1835,0,2019-05-14 09:14:21,4,87
Case No. 1835,1,2019-05-14 09:54:28,2,101
Case No. 1835,8,2019-05-14 10:07:11,4,77
Case No. 1835,6,2019-05-14 10:25:18,3,109
Case No. 1835,7,2019-05-14 10:41:58,2,150
Case No. 1835,9,2019-05-14 11:16:24,2,69
Case No. 1835,3,2019-05-14 11:18:59,4,150
Case No. 1835,5,2019-05-14 11:39:12,1,142
Case No. 1835,5,2019-05-14 12:06:22,0,149
Case No. 1835,1,2019-05-14 12:13:50,4,143
Case No. 1836,0,2019-05-14 14:19:21,3,147
Case No. 1836,1,2019-05-14 14:23:01,4,73
Case No. 1836,8,2019-05-14 14:27:03,0,104
Case No. 1836,6,2019-05-14 14:30:17,3,42
Case No. 1836,7,2019-05-14 15:02:14,2,145
Case No. 1836,9,2019-05-14 15:35:24,0,52
Case No. 1836,3,2019-05-14 15:46:32,0,147
Case No. 1836,5,2019-05-14 16:03:08,4,143
Case No. 1836,5,2019-05-14 16:16:50,3,142
Case No. 1836,1,2019-05-14 16:47:51,4,143
Case No. 1837,0,2019-05-14 17:16:25,2,147
Case No. 1837,1,2019-05-14 17:33:33,2,144
Case No. 1837,8,2019-05-14 17:51:47,1,124
Case No. 1837,6,2019-05-14 18:01:45,4,118
Case No. 1837,7,2019-05-14 18:51:52,1,148
Case No. 1837,9,2019-05-14 19:24:18,1,32
Case No. 1837,3,2019-05-14 19:39:07,1,143
Case No. 1837,5,2019-05-14 19:39:08,1,147
Case No. 1837,5,2019-05-14 19:55:28,0,148
Case No. 1837,1,2019-05-14 20:13:00,2,143
Case No. 1838,0,2019-05-14 21:28:54,1,53
Case No. 1838,1,2019-05-14 21:41:23,2,150
Case No. 1838,8,2019-05-14 21:47:32,2,76
Case No. 1838,6,2019-05-14 21:54:38,4,66
Case No. 1838,7,2019-05-14 22:36:35,2,144
Case No. 1838,9,2019-05-14 23:01:05,1,122
Case No. 1838,3,2019-05-14 23:20:36,3,141
Case No. 1838,5,2019-05-14 23:44:33,4,147
Case No. 1838,5,2019-05-14 23:52:29,1,147
Case No. 1838,1,2019-05-15 00:40:56,2,146
Case No. 1839,0,2019-05-15 01:09:14,4,145
Case No. 1839,1,2019-05-15 02:00:22,4,143
Case No. 1839,8,2019-05-15 02:33:07,4,142
Case No. 1839,6,2019-05-15 02:43:19,0,92
Case No. 1839,7,2019-05-15 03:46:21,0,145
Case No. 1839,9,2019-05-15 03:58:53,2,100
Case No. 1839,3,2019-05-15 04:06:30,0,147
Case No. 1839,5,2019-05-15 04:07:14,4,150
Case No. 1839,5,2019-05-15 04:28:25,4,147
Case No. 1839,1,2019-05-15 04:32:31,1,142
Case No. 1840,0,2019-05-15 05:08:16,3,101
Case No. 1840,1,2019-05-15 05:32:08,2,52
Case No. 1840,8,2019-05-15 05:52:58,4,144
Case No. 1840,6,2019-05-15 06:34:28,4,81
Case No. 1840,7,2019-05-15 06:59:10,4,145
Case No. 1840,9,2019-05-15 07:04:28,1,35
Case No. 1840,3,2019-05-15 08:15:40,1,143
Case No. 1840,5,2019-05-15 08:50:35,2,149
Case No. 1840,5,2019-05-15 08:51:03,2,145
Case No. 1840,1,2019-05-15 08:55:01,1,144
Case No. 1841,0,2019-05-15 09:09:44,4,141
Case No. 1841,1,2019-05-15 09:12:26,2,50
Case No. 1841,8,2019-05-15 10:08:11,3,147
Case No. 1841,6,2019-05-15 10:28:50,4,68
Case No. 1841,7,2019-05-15 11:40:30,3,147
Case No. 1841,9,2019-05-15 11:55:51,0,84
Case No. 1841,3,2019-05-15 12:00:32,3,144
Case No. 1841,5,2019-05-15 12:23:39,2,145
Case No. 1841,5,2019-05-15 12:30:08,0,145
Case No. 1841,1,2019-05-15 12:31:21,1,143
Case No. 1842,0,2019-05-15 13:05:07,2,66
Case No. 1842,1,2019-05-15 13:18:58,4,144
Case No. 1842,8,2019-05-15 14:54:30,4,142
Case No. 1842,6,2019-05-15 15:50:14,1,35
Case No. 1842,7,2019-05-15 15:56:09,3,145
Case No. 1842,9,2019-05-15 15:59:20,1,55
Case No. 1842,3,2019-05-15 16:12:18,2,148
Case No. 1842,5,2019-05-15 16:21:48,4,149
Case No. 1842,5,2019-05-15 16:39:47,2,144
Case No. 1842,1,2019-05-15 16:52:42,4,143
Case No. 1843,0,2019-05-15 17:00:37,0,95
Case No. 1843,1,2019-05-15 17:25:56,0,148
Case No. 1843,8,2019-05-15 18:13:53,1,148
Case No. 1843,6,2019-05-15 18:22:25,4,150
Case No. 1843,7,2019-05-15 18:44:15,3,146
Case No. 1843,9,2019-05-15 18:53:33,1,40
Case No. 1843,3,2019-05-15 19:04:22,1,147
Case No. 1843,5,2019-05-15 19:31:18,1,143
Case No. 1843,5,2019-05-15 19:45:41,3,145
Case No. 1843,1,2019-05-15 20:34:03,2,147
Case No. 1844,0,2019-05-15 21:04:29,4,48
Case No. 1844,1,2019-05-15 21:05:50,3,57
Case No. 1844,8,2019-05-15 21:52:29,0,84
Case No. 1844,6,2019-05-15 21:56:28,3,147
Case No. 1844,7,2019-05-15 21:58:40,1,150
Case No. 1844,9,2019-05-15 22:54:58,1,9
Case No. 1844,3,2019-05-15 23:27:11,3,143
Case No. 1844,5,2019-05-16 00:16:00,1,149
Case No. 1844,5,2019-05-16 00:23:46,1,149
Case No. 1844,1,2019-05-16 00:30:17,3,149
Case No. 1845,0,2019-05-16 01:14:13,2,143
Case No. 1845,1,2019-05-16 01:42:33,0,2
Case No. 1845,8,2019-05-16 01:54:34,3,68
Case No. 1845,6,2019-05-16 02:11:33,3,144
Case No. 1845,7,2019-05-16 02:13:02,3,144
Case No. 1845,9,2019-05-16 03:20:02,2,52
Case No. 1845,3,2019-05-16 03:40:31,2,150
Case No. 1845,5,2019-05-16 04:32:05,4,147
Case No. 1845,5,2019-05-16 04:32:38,3,142
Case No. 1845,1,2019-05-16 04:32:49,3,144
Case No. 1846,0,2019-05-16 05:21:00,1,143
Case No. 1846,1,2019-05-16 05:43:59,4,147
Case No. 1846,8,2019-05-16 07:03:05,3,92
Case No. 1846,6,2019-05-16 07:15:16,3,150
Case No. 1846,7,2019-05-16 07:28:17,3,148
Case No. 1846,9,2019-05-16 08:05:25,1,75
Case No. 1846,3,2019-05-16 08:10:51,2,142
Case No. 1846,5,2019-05-16 08:26:18,3,144
Case No. 1846,5,2019-05-16 08:33:20,2,143
Case No. 1846,1,2019-05-16 08:51:16,2,141
Case No. 1847,0,2019-05-16 08:59:27,3,53
Case No. 1847,1,2019-05-16 09:00:18,2,143
Case No. 1847,8,2019-05-16 09:18:05,3,28
Case No. 1847,6,2019-05-16 09:47:32,1,149
Case No. 1847,7,2019-05-16 10:04:50,3,150
Case No. 1847,9,2019-05-16 10:16:34,2,85
Case No. 1847,3,2019-05-16 10:31:18,4,144
Case No. 1847,5,2019-05-16 10:37:53,4,144
Case No. 1847,5,2019-05-16 11:54:37,4,145
Case No. 1847,1,2019-05-16 12:43:11,0,148
Case No. 1848,0,2019-05-16 13:11:17,1,146
Case No. 1848,1,2019-05-16 13:19:48,0,147
Case No. 1848,8,2019-05-16 13:48:33,1,142
Case No. 1848,6,2019-05-16 13:53:22,3,150
Case No. 1848,7,2019-05-16 13:57:22,0,145
Case No. 1848,9,2019-05-16 14:32:00,3,16
Case No. 1848,3,2019-05-16 14:33:42,3,148
Case No. 1848,5,2019-05-16 14:59:26,2,145
Case No. 1848,5,2019-05-16 15:00:45,3,145
Case No. 1848,1,2019-05-16 15:43:24,2,141
Case No. 1849,0,2019-05-16 17:38:27,3,91
Case No. 1849,1,2019-05-16 18:33:17,3,17
Case No. 1849,8,2019-05-16 18:33:27,2,150
Case No. 1849,6,2019-05-16 18:53:34,1,150
Case No. 1849,7,2019-05-16 19:14:23,0,145
Case No. 1849,9,2019-05-16 19:37:28,0,6
Case No. 1849,3,2019-05-16 19:49:53,4,146
Case No. 1849,5,2019-05-16 19:57:30,1,143
Case No. 1849,5,2019-05-16 20:21:38,3,141
Case No. 1849,1,2019-05-16 20:28:00,4,142
Case No. 1850,0,2019-05-16 20:59:26,1,145
Case No. 1850,1,2019-05-16 21:19:16,4,86
Case No. 1850,8,2019-05-16 21:22:17,3,146
Case No. 1850,6,2019-05-16 21:29:41,1,144
Case No. 1850,7,2019-05-16 21:43:33,3,146
Case No. 1850,9,2019-05-16 22:40:42,0,40
Case No. 1850,3,2019-05-16 23:04:34,4,148
Case No. 1850,5,2019-05-16 23:12:23,0,144
Case No. 1850,5,2019-05-17 00:32:23,2,150
Case No. 1850,1,2019-05-17 00:33:13,2,145
Case No. 1851,0,2019-05-17 01:27:04,1,69
Case No. 1851,1,2019-05-17 01:35:56,3,148
Case No. 1851,8,2019-05-17 01:48:41,1,86
Case No. 1851,6,2019-05-17 02:14:33,0,144
Case No. 1851,7,2019-05-17 03:00:24,1,146
Case No. 1851,9,2019-05-17 03:14:41,1,145
Case No. 1851,3,2019-05-17 03:39:04,0,143
Case No. 1851,5,2019-05-17 03:52:48,3,149
Case No. 1851,5,2019-05-17 04:22:39,2,146
Case No. 1851,1,2019-05-17 04:23:04,3,150
Case No. 1852,0,2019-05-17 04:59:17,3,131
Case No. 1852,1,2019-05-17 05:05:43,4,139
Case No. 1852,8,2019-05-17 05:29:42,1,88
Case No. 1852,6,2019-05-17 05:51:55,3,52
Case No. 1852,7,2019-05-17 06:14:02,1,149
Case No. 1852,9,2019-05-17 06:43:22,0,150
Case No. 1852,3,2019-05-17 06:43:42,0,145
Case No. 1852,5,2019-05-17 07:29:19,0,150
Case No. 1852,5,2019-05-17 07:36:12,1,146
Case No. 1852,1,2019-05-17 08:10:41,1,144
Case No. 1853,0,2019-05-17 09:05:37,1,146
Case No. 1853,1,2019-05-17 09:15:27,4,89
Case No. 1853,8,2019-05-17 09:22:30,2,136
Case No. 1853,6,2019-05-17 09:26:57,1,53
Case No. 1853,7,2019-05-17 09:33:01,0,147
Case No. 1853,9,2019-05-17 09:49:55,2,149
Case No. 1853,3,2019-05-17 10:35:37,1,150
Case No. 1853,5,2019-05-17 11:38:29,0,141
Case No. 1853,5,2019-05-17 12:46:39,1,145
Case No. 1853,1,2019-05-17 12:48:08,0,147
Case No. 1854,0,2019-05-17 13:51:31,4,147
Case No. 1854,1,2019-05-17 13:51:51,0,149
Case No. 1854,8,2019-05-17 13:57:32,1,55
Case No. 1854,6,2019-05-17 14:46:32,3,135
Case No. 1854,7,2019-05-17 14:50:09,2,148
Case No. 1854,9,2019-05-17 15:44:48,2,143
Case No. 1854,3,2019-05-17 15:52:42,1,142
Case No. 1854,5,2019-05-17 16:20:30,2,147
Case No. 1854,5,2019-05-17 16:37:59,2,142
Case No. 1854,1,2019-05-17 16:40:56,0,143
Case No. 1855,0,2019-05-17 17:28:19,0,48
Case No. 1855,1,2019-05-17 17:39:22,4,149
Case No. 1855,8,2019-05-17 18:10:29,3,28
Case No. 1855,6,2019-05-17 18:28:02,1,128
Case No. 1855,7,2019-05-17 19:32:08,1,150
Case No. 1855,9,2019-05-17 19:33:40,4,146
Case No. 1855,3,2019-05-17 19:34:22,1,142
Case No. 1855,5,2019-05-17 19:43:53,3,149
Case No. 1855,5,2019-05-17 19:49:00,2,146
Case No. 1855,1,2019-05-17 20:06:43,3,146
Case No. 1856,0,2019-05-17 21:05:37,3,149
Case No. 1856,1,2019-05-17 21:09:00,2,146
Case No. 1856,8,2019-05-17 21:26:34,1,145
Case No. 1856,6,2019-05-17 21:38:32,2,19
Case No. 1856,7,2019-05-17 22:12:54,0,150
Case No. 1856,9,2019-05-17 22:19:25,3,150
Case No. 1856,3,2019-05-17 22:58:05,3,144
Case No. 1856,5,2019-05-17 23:33:20,3,147
Case No. 1856,5,2019-05-18 00:03:14,0,148
Case No. 1856,1,2019-05-18 00:13:24,0,146
Case No. 1857,0,2019-05-18 01:27:21,1,76
Case No. 1857,1,2019-05-18 01:42:45,3,81
Case No. 1857,8,2019-05-18 02:10:06,0,148
Case No. 1857,6,2019-05-18 02:18:32,3,41
Case No. 1857,7,2019-05-18 02:34:56,3,145
Case No. 1857,9,2019-05-18 02:51:21,0,149
Case No. 1857,3,2019-05-18 03:51:07,4,147
Case No. 1857,5,2019-05-18 04:11:42,4,147
Case No. 1857,5,2019-05-18 04:45:19,3,147
Case No. 1857,1,2019-05-18 04:51:42,0,145
Case No. 1858,0,2019-05-18 05:31:36,2,147
Case No. 1858,1,2019-05-18 06:22:21,3,128
Case No. 1858,8,2019-05-18 06:31:00,2,141
Case No. 1858,6,2019-05-18 06:48:38,4,72
Case No. 1858,7,2019-05-18 06:50:19,3,146
Case No. 1858,9,2019-05-18 07:28:12,0,143
Case No. 1858,3,2019-05-18 08:08:28,2,146
Case No. 1858,5,2019-05-18 08:22:01,0,143
Case No. 1858,5,2019-05-18 08:33:59,0,150
Case No. 1858,1,2019-05-18 08:39:06,4,144
Case No. 1859,0,2019-05-18 09:13:45,1,43
Case No. 1859,1,2019-05-18 09:32:49,3,146
Case No. 1859,8,2019-05-18 09:58:38,0,142
Case No. 1859,6,2019-05-18 10:30:11,4,84
Case No. 1859,7,2019-05-18 10:40:46,4,146
Case No. 1859,9,2019-05-18 10:53:46,2,148
Case No. 1859,3,2019-05-18 12:06:11,4,143
Case No. 1859,5,2019-05-18 12:11:21,1,144
Case No. 1859,5,2019-05-18 12:30:53,4,141
Case No. 1859,1,2019-05-18 12:43:42,1,146
Case No. 1860,0,2019-05-18 13:00:13,3,111
Case No. 1860,1,2019-05-18 13:14:06,3,33
Case No. 1860,8,2019-05-18 13:20:29,3,79
Case No. 1860,6,2019-05-18 13:45:16,3,142
Case No. 1860,7,2019-05-18 14:22:32,3,145
Case No. 1860,9,2019-05-18 14:45:08,1,150
Case No. 1860,3,2019-05-18 15:50:34,1,146
Case No. 1860,5,2019-05-18 16:13:07,1,145
Case No. 1860,5,2019-05-18 16:33:47,4,149
Case No. 1860,1,2019-05-18 16:37:40,1,147
Case No. 1861,0,2019-05-18 16:59:44,3,145
Case No. 1861,1,2019-05-18 17:06:00,0,97
Case No. 1861,8,2019-05-18 18:20:30,1,85
Case No. 1861,6,2019-05-18 18:33:19,4,142
Case No. 1861,7,2019-05-18 19:22:17,3,150
Case No. 1861,9,2019-05-18 20:06:10,3,145
Case No. 1861,3,2019-05-18 20:11:33,4,148
Case No. 1861,5,2019-05-18 20:21:09,3,144
Case No. 1861,5,2019-05-18 20:47:19,4,143
Case No. 1861,1,2019-05-18 20:57:16,0,147
Case No. 1862,0,2019-05-18 21:05:06,2,143
Case No. 1862,1,2019-05-18 22:31:14,4,141
Case No. 1862,8,2019-05-18 22:34:37,1,120
Case No. 1862,6,2019-05-18 23:14:06,1,144
Case No. 1862,7,2019-05-18 23:45:10,1,146
Case No. 1862,9,2019-05-19 00:09:16,2,143
Case No. 1862,3,2019-05-19 00:14:54,3,145
Case No. 1862,5,2019-05-19 00:18:37,4,150
Case No. 1862,5,2019-05-19 00:28:02,0,142
Case No. 1862,1,2019-05-19 00:34:22,3,146
Case No. 1863,0,2019-05-19 01:01:46,4,142
Case No. 1863,1,2019-05-19 01:26:33,2,62
Case No. 1863,8,2019-05-19 01:32:23,2,147
Case No. 1863,6,2019-05-19 01:32:47,2,147
Case No. 1863,7,2019-05-19 02:29:43,1,144
Case No. 1863,9,2019-05-19 02:30:26,1,150
Case No. 1863,3,2019-05-19 02:45:27,2,147
Case No. 1863,5,2019-05-19 03:01:07,4,150
Case No. 1863,1,2019-05-19 03:52:18,3,150
Case No. 1863,5,2019-05-19 04:24:47,0,143
Case No. 1864,0,2019-05-19 05:10:02,3,142
Case No. 1864,1,2019-05-19 05:55:03,1,125
Case No. 1864,8,2019-05-19 05:57:59,2,86
Case No. 1864,6,2019-05-19 06:05:08,3,30
Case No. 1864,7,2019-05-19 06:11:01,4,146
Case No. 1864,9,2019-05-19 06:17:37,3,26
Case No. 1864,3,2019-05-19 06:25:45,0,18
Case No. 1864,5,2019-05-19 07:05:20,4,53
Case No. 1864,1,2019-05-19 08:01:33,3,108
Case No. 1864,5,2019-05-19 08:25:32,1,136
Case No. 1865,0,2019-05-19 09:23:44,4,146
Case No. 1865,1,2019-05-19 09:34:08,0,146
Case No. 1865,8,2019-05-19 09:41:41,2,28
Case No. 1865,6,2019-05-19 09:59:32,2,26
Case No. 1865,7,2019-05-19 11:18:44,1,150
Case No. 1865,9,2019-05-19 11:40:36,3,138
Case No. 1865,3,2019-05-19 12:29:04,1,37
